Año;Mes;Descripción Centro;Organismo;Número Contrato;Número Expediente;Descripción Contrato;Tipo Contrato;Procedimiento Adjudicación;Artículo;Apartado;Criterios Adjudicación;Presupuesto Total(IVA Incluido);Importe Adjudicación (IVA Incluido);Plazo;Fecha Adjudicación;Nombre/Razón Social;NIF/CIF Adjudicatario;Fecha Formalización;Acuerdo Marco;Ingreso/Coste Cero;Observaciones
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202000798;300/2019/00524;SERVICIOS EDUCATIVOS COMPLEMENTARIOS EN EL DISTRITO DE CENTRO. LOTE 1: SERVICIO DE APOYO SOCIOEDUCATIVO Y EN FAMILIA PARA EL ALUMNADO DE EDUCACION PRIMARIA Y SECUNDARIA DEL DISTRITO CENTRO.  LOTE 2: SERVICIO PARA LA PUESTA EN MARCHA Y EL SEGUIMIENTO DE UN PLAN DE CONVIVENCIA EN CENTROS ESCOLARES. LOTE 3: SERVICIO PARA LA INTEGRACION ESCOLAR A TRAVES DEL DEPORTE. LOTE 4: SERVICIO DE MEDIACION PARA LA PREVENCION DEL ABSENTISMO ESCOLAR EN LA COMUNIDAD GITANA DEL DISTRITO CENTRO. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;80.690,74 €;79.200,00 €;24;17/03/2020;SABERE PROYECTO;G87302709;22/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE SAN BLAS-CANILLEJAS;202000799;117/2020/01247;CONTRATO DE EMERGENCIA PARA LA ADQUISICION DE MASCARILLAS, GEL, PANTALLAS FACIALES, BATAS, CALZAS, GUANTES DE VINILO, GEL HIDROALCOHOLICO Y DOSIFICADORES PARA SU USO;Suministro;Tramitación Emergencia;;;;53.333,50 €;53.333,50 €;0,5;17/06/2020;AZULES DE VERGARA, S.L.;B28279842;20/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE MORATALAZ;202000800;115/2020/00627;CONTRATO DE EMERGENCIA DE SEGURIDAD EN CENTROS DEPORTIVOS DEL DISTRITO DE MORATALAZ;Servicios;Tramitación Emergencia;;;;60.000,00 €;60.000,00 €;2;14/03/2020;ALERTA Y CONTROL, S.A.;A28978807;21/04/2020; ;;
2020;Julio;EMPRESAS;MERCAMADRID, S.A.;202000801;MER/2020/00008;SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE 77 PUERTAS AUTOMATICAS Y 56 PEATONALES DE EVACUACION DE MERCAMADRID, S.A. ;Servicios;Ordinario;;;Pluralidad de criterios;38.720,01 €;30.976,41 €;12;12/06/2020; PUERTAS SECADES SL;B09562414;26/06/2020; ;;
2020;Julio;EMPRESAS;MERCAMADRID, S.A.;202000802;MER/2020/00013;SUMINISTRO, ACTUALIZACION Y SOPORTE TECNICO DE LAS LICENCIAS DE PRODUCTOS SOFTWARE CORPORATIVO MICROSOFT EN LA MODALIDAD OPEN VALUE Y CONTRATO CSP PARA MERCAMADRID, S.A., DISPONIENDO LAS ACTUALES LICENCIAS EN LA MODALIDAD GOVERMENT, CONFORME SE DESCRIBE EN EL PLIEGO DE PRESCRIPCIONES TECNICAS;Suministro;Ordinario;;;Pluralidad de criterios;96.800,00 €;96.800,00 €;36;03/06/2020;SERVICIOS MICROINFORMATICA,S.A.;A25027145;17/06/2020; ;;
2020;Julio;EMPRESAS;MERCAMADRID, S.A.;202000803;MER/2020/00014; SERVICIOS DE MANTENIMIENTO Y SOPORTE TECNICO PARA LOS SISTEMAS DE SEGURIDAD EXISTENTES EN LA UNIDAD ALIMENTARIA MERCAMADRID Y SU AMPLIACION 2020-2021. ;Servicios;Ordinario;;;Pluralidad de criterios;119.089,46 €;97.570,97 €;12;22/06/2020;SIADDE SOLUCIONES, S.A.;A81286759;03/07/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000804;300/2019/00936;IFS 2019 PLANTACION DE ARBOLES EN EL PARQUE FORESTAL DE VALDEBEBAS - SENDA DE LOS PAISAJES.- DISTRITO DE HORTALEZA;Obras;Abierto simplificado;;;Pluralidad de criterios;446.470,05 €;290.518,06 €;5;24/04/2020;INGENIERIA Y DISEÑOS TECNICOS, S.A.U.;A78847381;18/05/2020; ;;
2020;Julio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000805;MDC/2020/00065;SP19-01240 CONTRATACION EN LOTES DEL SUMINISTRO EN REGIMEN DE ADQUISICION DEL MATERIAL DE ILUMINACION Y MAQUINARIA ESCENICA, ASI COMO EL TRANSPORTE DE ENTREGA, VERIFICACION DE SU CORRECTO FUNCIONAMIENTO, CURSOS DE FORMACION Y GARANTIA DEL MATERIAL, (LOTE 1), SUMINISTRO EN REGIMEN DE ADQUISICION DE 8 CONSOLAS DE ILUMINACION;Suministro;Abierto;;;Un unico criterio;143.264,00 €;142.973,60 €;2;20/05/2020;STONEX SHOW LIGHTING,S.L.;B86467669;19/06/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000806;EMT/2019/00160;SUMINISTRO DE: BUJIA MOTOR MAN 51.25923-0057 (03024757) Y BUJIA CUMMINS 4937472 (03022712) O EQUIVALENTES - LOTE 1;Suministro;Abierto;;;Un unico criterio;174.240,00 €;166.798,50 €;12;21/05/2020;SUYFA DEFENCE S.L.;B84995711;04/07/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000807;EMT/2019/00160;SUMINISTRO DE: BUJIA MOTOR MAN 51.25923-0057 (03024757) Y BUJIA CUMMINS 4937472 (03022712) O EQUIVALENTES - LOTE 2;Suministro;Abierto;;;Un unico criterio;6.534,00 €;4.098,27 €;12;21/05/2020;CAR ET BUS MAINTENANCE IBERICA, S.L.;B85631083;04/07/2020; ;;
2020;Julio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000808;MDC/2020/00065;SP19-01242 CONTRATACION EN LOTES DEL SUMINISTRO EN REGIMEN DE ADQUISICION DEL MATERIAL DE ILUMINACION Y MAQUINARIA ESCENICA, ASI COMO EL TRANSPORTE DE ENTREGA, VERIFICACION DE SU CORRECTO FUNCIONAMIENTO, CURSOS DE FORMACION Y GARANTIA DEL MATERIAL, (LOTE 2)  SUMINISTRO EN REGIMEN DE ADQUISICION DE 30 PROYECTORES MOVILES DE LED ;Suministro;Abierto;;;Un unico criterio;121.726,00 €;114.665,89 €;2;20/05/2020;SILUJ ILUMINACION, S.L.;B24277113;17/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE MORATALAZ;202000809;115/2020/00626;CONTRATO DE EMERGENCIA ALIMENTARIA PARA COLECTIVOS VULNERABLES DEL DISTRITO DE MORATALAZ;Servicios;Tramitación Emergencia;;;;160.000,00 €;160.000,00 €;3;17/03/2020;"COMEDORES BEDMAR; SL.";B80232572;13/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000810;300/2018/00983;IFS.OBRAS DE REPOSICION Y REMODELACION DE LA URBANIZACION DE LAS CALLES CARRERA DE SAN JERONIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS .;Obras;Abierto;;;Pluralidad de criterios;2.870.935,92 €;2.006.783,79 €;8;30/12/2019;OBRASCON HUARTE LAIN, S.A.;A48010573;06/02/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000811;300/2019/01524;CONTRATO DE SERVICIO DE LAVANDERIA PARA EL CENTRO MUNICIPAL DE ACOGIDA SAN ISIDRO. (RESERVADO A EMPRESAS DE INSERCION, DISPOSICION ADICIONAL 4 LCSP);Servicios;Abierto;;;Pluralidad de criterios;203.164,13 €;203.164,13 €;24;29/05/2020;SIERVAS DE SAN JOSE S.L.;B85552438;29/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE;202000812;300/2019/00862;OBRAS DE CONSTRUCCION DE UN MONUMENTO EN MEMORIA DE LAS VICTIMAS DEL YAK 42 EN EL PARQUE DEL OESTE, MADRID.;Obras;Abierto simplificado sumario;;;Pluralidad de criterios;85.602,44 €;81.570,58 €;2,76;07/05/2020;HARADO DE CONSTRUCCIONES Y ASISTENCIA TECNICA, S.L.;B85124485;08/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000813;300/2019/01405;I.F.S. PARA LA ADQUISICION DE MATERIAL PARA TRABAJOS EN ALTURA PARA LA JEFATURA DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID.;Suministro;Abierto;;;Un unico criterio;82.387,69 €;82.387,69 €;2;27/05/2020;LEVELINSTRUKTA S.L.;B65221947;29/06/2020; ;;
2020;Julio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000814;MDC/2020/00065;SP19-01243 CONTRATACION EN LOTES DEL SUMINISTRO EN REGIMEN DE ADQUISICION DEL MATERIAL DE ILUMINACION Y MAQUINARIA ESCENICA, ASI COMO EL TRANSPORTE DE ENTREGA, VERIFICACION DE SU CORRECTO FUNCIONAMIENTO, CURSOS DE FORMACION Y GARANTIA DEL MATERIAL, (LOTE 3) SUMINISTRO EN REGIMEN DE ADQUISICION DE POLIPASTOS DE CADENA ELECTRICA Y CONTROL DE MOTORES;Suministro;Abierto;;;Un unico criterio;60.500,00 €;56.507,00 €;2;20/05/2020;CHEMTROL DIVISION TEATRO, S.A.;A41383506;16/06/2020; ;;
2020;Julio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000815;MDC/2020/00048;SUMINISTRO EN REGIMEN DE ADQUISICION DE MATERIAL, ENTREGA, DESMONTAJE DEL MATERIAL EXISTENTE, MONTAJE E INSTALACION DEL NUEVO MATERIAL, CURSO DE FORMACION Y SERVICIO DE GARANTIA DE VARAS MOTORIZADAS PARA EL ESPACIO ESCENICO FERNAN GOMEZ CENTRO CULTURAL DE LA VILLA. LOTE 1;Suministro;Abierto simplificado;;;Un unico criterio;84.700,00 €;71.910,30 €;24;03/06/2020;ESCENICA INGENIERIA, S.L.;B87570503;05/06/2020; ;;
2020;Julio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000816;MDC/2020/00048;SUMINISTRO EN REGIMEN DE ADQUISICION DE MATERIAL, ENTREGA Y SERVICIO DE GARANTIA DE TRUSS Y PLATAFORMA ELEVADORA, PARA EL ESPACIO ESCENICO FERNAN GOMEZ CENTRO CULTURAL DE LA VILLA. LOTE 2;Suministro;Abierto simplificado;;;Un unico criterio;36.300,00 €;32.325,15 €;24;03/06/2020;TERMISER SERVICIOS INTEGRALES, S.L.U;B84374982;05/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000817;300/2019/00370;IFS 2019 ORDENACION DE USOS DEL PARQUE RONDA DEL SUR SANTA CATALINA EN EL DISTRITO PUENTE DE VALLECAS;Obras;Abierto;;;Pluralidad de criterios;1.066.275,51 €;724.218,26 €;3;20/05/2020;CESPA, COMPAÑIA ESPAÑOLA DE SERVICIOS PUBLICOS AUXILIARES, S.A.;A82741067;28/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000818;300/2019/01001;SERVICIO DE TRANSPORTE PARA EL ORGANISMO AUTONOMO INFORMATICA DEL AYUNTAMIENTO DE MADRID.;Servicios;Abierto;;;Pluralidad de criterios;405.564,10 €;335.446,72 €;24;29/11/2019;"GTD MENSAJEROS; S.L.";B79467866;09/01/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000819;300/2019/00997;SERVICIO DE LIMPIEZA DE LAS INSTALACIONES DEL EDIFICIO SEDE DEL ORGANISMO AUTONOMO INFORMATICA DEL AYUNTAMIENTO DE MADRID (IAM).;Servicios;Abierto;;;Pluralidad de criterios;680.888,65 €;626.417,56 €;24;03/12/2019;GRUPO DLR FACILITY SERVICES, S.L.;B86516721;28/01/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202000820;300/2019/00524;SERVICIOS EDUCATIVOS COMPLEMENTARIOS EN EL DISTRITO DE CENTRO. LOTE 1: SERVICIO DE APOYO SOCIOEDUCATIVO Y EN FAMILIA PARA EL ALUMNADO DE EDUCACION PRIMARIA Y SECUNDARIA DEL DISTRITO CENTRO.  LOTE 2: SERVICIO PARA LA PUESTA EN MARCHA Y EL SEGUIMIENTO DE UN PLAN DE CONVIVENCIA EN CENTROS ESCOLARES. LOTE 3: SERVICIO PARA LA INTEGRACION ESCOLAR A TRAVES DEL DEPORTE. LOTE 4: SERVICIO DE MEDIACION PARA LA PREVENCION DEL ABSENTISMO ESCOLAR EN LA COMUNIDAD GITANA DEL DISTRITO CENTRO. LOTE 4;Servicios;Abierto;;;Pluralidad de criterios;64.513,71 €;57.200,00 €;24;16/03/2020;ASOC EL FANAL;G82906629;08/06/2020; ;;
2020;Julio;EMPRESAS;MERCAMADRID, S.A.;202000821;MER/2020/00007;SERVICIOS DE MANTENIMIENTO NORMATIVO, PREVENTIVO Y CORRECTIVO DE LOS TRES ASCENSORES DEL CENTRO ADMINISTRATIVO DE MERCAMADRID, S.A., SITO EN LA PARCELA D-2.1 DE LA UNIDAD ALIMENTARIA MERCAMADRID,;Servicios;Ordinario;;;Pluralidad de criterios;5.704,59 €;2.962,08 €;12;11/06/2020;FAIN ASCENSORES, S A.;A28303485;25/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE ARGANZUELA;202000822;102/2020/01033;CONTRATO DE EMERGENCIA SERVICIO DE COMIDAS A DOMICILIO A COLECTIVOS VULNERABLES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19;Servicios;Tramitación Emergencia;;;;79.465,00 €;79.465,00 €;4,33;20/04/2020;COCINAS CENTRALES, S.A.;A78538774;19/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE LATINA;202000823;110/2020/02194;CONTRATO DE EMERGENCIA DE SERVICIO DE MANUTENCION CONSISTENTE EN LA PREPARACION Y ENVIO A DOMICILIO DE CESTAS DE COMPRA MENSUALES PARA PERSONAS Y FAMILIAS EN RIESGO O SITUACION DE EXCLUSION SOCIAL, VALORADAS POR LOS SERVICIOS SOCIALES DEL DISTRITO, COMO CONSECUENCIA DEL IMPACTO DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS PARA LA CONTENCION DEL COVID-19.;Servicios;Tramitación Emergencia;;;;498.000,00 €;498.000,00 €;2,86;08/06/2020;ZONA CENTRO SUPERMERCADOS, S.L.;B87163648;18/06/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000824;EMT/2020/00031;SUMINISTRO DE 2.500 MASCARILLAS N95 (EMERGENCIA);Suministro;Tramitación Emergencia;;;;11.495,00 €;11.495,00 €;0,16;23/03/2020;SYM PROMOTIONAL OBJECTS, S.L.;B19304781;14/05/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000825;EMT/2020/00034;SUMINISTRO DE 30.000 MASCARILLAS FFP2 - EMERGENCIA;Suministro;Tramitación Emergencia;;;;203.280,00 €;203.280,00 €;1;30/03/2020;GAMMA SOLUTIONS, SL;B83239335;31/03/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;202000826;135/2019/00163;SEGURO DE VIDA Y ACCIDENTES DEL PERSONAL AL SERVICIO DEL AYUNTAMIENTO DE MADRID Y DE SUS ORGANISMOS AUTONOMOS.;Servicios;Abierto;;;Pluralidad de criterios;2.700.000,00 €;1.884.936,14 €;24;20/05/2020;ZURICH VIDA COMPAÑIA DE SEGUROS Y REASEGUROS S,A.;A08168213;24/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000827;300/2019/01518;IFS. SUMINISTRO E INSTALACION DE ELEMENTOS DESTINADOS A LA HOMEGENEIZACION Y ADAPTACION DE LA FLOTA DE VEHICULOS DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID. LOTE 1;Suministro;Abierto;;;Un unico criterio;78.008,29 €;69.427,38 €;5;28/05/2020;VT PROYECTOS SL;B85909984;28/06/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000828;EMT/2020/00035;2 DESINFECCION DEL SAE - (EMERGENCIA);Servicios;Tramitación Emergencia;;;;13.116,40 €;13.116,40 €;0,13;31/03/2020;RADES D.D.D., S.L.;B80873227;31/03/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000829;EMT/2020/00038;SUMINISTRO DE 10.000 MASCARILLAS FFP2 SIN VALVULA MARCADO  CE-2 PARTE (EMERGENCIA);Suministro;Tramitación Emergencia;;;;62.920,00 €;62.920,00 €;1;08/04/2020;HANS BIOMED S.L.;B65592602;16/04/2020; ;;
2020;Julio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000830;MDC/2020/00068;"PRODUCCION Y EJECUCION DE LA REPRESENTACION ARTISTICA DEL ARTISTA CONOCIDO CON EL NOMBRE ARTISTICO DE ALEJANDRO SANZ EN LA INAUGURACION DE LA PLACA CONMEMORATIVA DEL NOMBRAMIENTO DEL PUENTE DE MORATALAZ CON EL TITULO DE LA COMPOSICION MUSICAL ""CORAZON PARTIO"", DE LA QUE ES AUTOR";Servicios;Negociado sin publicidad;168;a) apartado 2º;;48.303,20 €;48.303,20 €;0,1;03/07/2020;GAZUL PRODUCCIONES, S.L;B81917494;03/07/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CHAMARTÍN;202000831;105/2020/01343;PROPORCIONAR MANUTENCION DE PRIMERA NECESIDAD A COLECTIVOS VULNERABLES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19;Suministro;Tramitación Emergencia;;;;75.000,00 €;75.000,00 €;2;12/05/2020;CENTROS COMERCIALES CARREFOUR, S.A.;A28425270;22/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE LATINA;202000832;110/2020/02295;CONTRATO DE EMERGENCIA DE SUMINISTRO E INSTALACION DE BARRERAS DE SEPARACION FISICA PARA LA PROTECCION COLECTIVA DE LOS EMPLEADOS MUNICIPALES DEL DISTRITO DE LATINA, COMO CONSECUENCIA DE LAS MEDIDAS DE PREVENCION DE RIESGOS LABORALES TENDENTES A LA CONTENCION DEL COVID-19, EN LOS TERMINOS FIJADOS EN LAS ESPECIFICACIONES TECNICAS DEL PRESENTE CONTRATO.;Suministro;Tramitación Emergencia;;;;82.522,00 €;82.522,00 €;0,93;15/06/2020;OHL SERVICIOS INGESAN SA;A27178789;19/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000833;300/2019/01355;IFS SUMINISTRO DE TABLETAS E IMPRESORAS PARA LOS VEHICULOS DE LOS SERVICIOS DE POLICIA MUNICIPAL;Suministro;Abierto;;;Un unico criterio;70.809,20 €;70.809,20 €;3;26/05/2020;TELEFONICA MOVILES ESPAÑA, S.A.;A78923125;23/06/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000834;EMT/2020/00049;SERVICIO DE LIMPIEZA Y DESINFECCION  DE LOS ASEOS DE CONDUCTORES DE EMT - 2 PERIODO (EMERGENCIA);Servicios;Tramitación Emergencia;;;;13.329,36 €;13.329,36 €;1;27/04/2020;PROYECTOS  E INSTALACION DE MATERIAL URBANO, S.A.;A33754870;27/05/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000835;EMT/2020/00039;SERVICIO DE DESINFECCION  DE LA FLOTA DE AUTOBUSES DE LA EMT 3 PARTE (EMERGENCIA) - LOTE 1;Servicios;Tramitación Emergencia;;;;16.267,24 €;16.267,24 €;0,46;13/04/2020;RADES D.D.D., S.L.;B80873227;16/04/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000836;EMT/2020/00039;SERVICIO DE DESINFECCION  DE LA FLOTA DE AUTOBUSES DE LA EMT 3 PARTE (EMERGENCIA) - LOTE 2;Servicios;Tramitación Emergencia;;;;48.956,60 €;48.956,60 €;0,46;13/04/2020;SERVICIOS COMUNITARIOS S.A.;A28410207;16/04/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000837;EMT/2020/00039;SERVICIO DE DESINFECCION  DE LA FLOTA DE AUTOBUSES DE LA EMT 3 PARTE (EMERGENCIA) - LOTE 3;Servicios;Tramitación Emergencia;;;;12.100,00 €;12.100,00 €;0,46;13/04/2020;PREVENCION Y CONTROL DE PLAGAS, S.L.;B79950242;16/04/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000838;151/2020/00149;SUMINISTRO E INSTALACION DE MAMPARAS DE PROTECCION FRENTE AL COVID-19, PARA GARANTIZAR LA SEPARACION ENTRE EL PERSONAL EN DEPENDENCIAS DEL AREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS. TRAMITACION EMERGENCIA;Suministro;Tramitación Emergencia;;;;39.653,20 €;39.653,20 €;0,5;19/06/2020;FERNANDEZ MOLINA, OBRAS Y SERVICIOS, S.A.;A28414654;08/07/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000839;EMT/2020/00051;SUMINISTRO DE 50 LITROS DESINFECTANTE DE SUPERFICIES (EMERGENCIA);Suministro;Tramitación Emergencia;;;;830,66 €;830,66 €;0,33;27/04/2020;ALCANER 2000, S.L.U.;B81952913;03/05/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000840;EMT/2020/00040;SERVICIO DE DESINFECCION DE LA SALA DE CONTROL DEL SAE, DEPENDENCIAS ANEXAS DEL SAE, CAU Y SERVICIO MEDICO Y DE LAS DISTINTAS DEPENDENCIAS QUE POR SUS CARACTERISTICAS FUERA NECESARIA EN UN FUTURO INMEDIATO SU DESINFECCION. (EMERGENCIA);Servicios;Tramitación Emergencia;;;;12.390,40 €;12.390,40 €;0,86;13/04/2020;RADES D.D.D., S.L.;B80873227;16/04/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000841;EMT/2020/00041;SUMINITROS DE 30.000 MASCARILLAS FFP2-2 PARTE (EMERGENCIA);Suministro;Tramitación Emergencia;;;;174.240,00 €;174.240,00 €;0,1;14/04/2020;ORTOPEDIA JUAN BRAVO S.L.;B80828353;16/04/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000842;EMT/2020/00042;SUMINISTRO DE 200.000 MASCARILLAS FFP1 TIPO QUIRURGICA (EMERGENCIA);Suministro;Tramitación Emergencia;;;;145.200,00 €;145.200,00 €;1;15/04/2020;GAMMA SOLUTIONS, SL;B83239335;15/04/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000843;EMT/2020/00048;SUMINISTRO DE 3.000 BOTES DE 100ML PARA CONTENER GEL HIDROALCOHOLICO - (EMERGENCIA);Suministro;Tramitación Emergencia;;;;2.178,00 €;2.178,00 €;0,33;27/04/2020;SIEL CONFECCIONES, S.L.;B80481591;03/05/2020; ;;
2020;Julio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000844;MDC/2020/00066;SERVICIOS PROFESIONALES DE ACABADOS Y PINTURA PARA LOS PROYECTOS EXPOSITIVOS DE CENTROCENTRO;Servicios;Abierto;;;Pluralidad de criterios;67.518,00 €;67.518,00 €;12;05/06/2020;MODO CASTE, S.L.;B91882027;29/06/2020; ;;
2020;Julio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000845;MDC/2020/00064;CONCESION DE SERVICIO DE LA GESTION DE LA CAFETERIA DEL TEATRO FERNAN GOMEZ. CENTRO CULTURAL DE LA VILLA, INGRESO;Concesión de Servicios;Negociado sin publicidad;168;a) apartado 1º;;402.726,72 €;696.960,00 €;48;08/06/2020;CAFE DE LA VILLA UNION TEMPORAL DE EMPRESAS;U01635341;30/06/2020; ;SI;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000846;EMT/2020/00053;SUMINISTRO DE 10.000 TEST DE CRIBADO RAPIDO DE IGM E IGG - (EMERGENCIA);Suministro;Tramitación Emergencia;;;;139.150,00 €;139.150,00 €;1;28/04/2020;SPRING HEALTHCARE SERVICES AG;CHE-244.908.940;10/05/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000847;EMT/2020/00054;SUMINISTRO DE 110 GAFAS DE PROTECCION OCULAR (EMERGENCIA);Suministro;Tramitación Emergencia;;;;1.347,64 €;1.347,64 €;1;04/05/2020;DXESIS IBERICA, S.A.;A61502332;10/05/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000848;EMT/2020/00055;SUMINISTRO DE 200 LITROS ALCOHOL ISOPROPILICO - (EMERGENCIA);Suministro;Tramitación Emergencia;;;;1.815,00 €;1.815,00 €;1;06/05/2020;PINTURAS GUERRALVA, S.L.;B81156770;14/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000849;300/2019/00306;CONSTRUCCION DE UN CENTRO JUVENIL EN LA C/ RIO ESMERALDA 15, DISTRITO DE PUENTE DE VALLECAS.;Obras;Abierto simplificado;;;Pluralidad de criterios;1.970.562,38 €;1.612.314,13 €;9;18/05/2020;TECNOLOGIA DE LA CONSTRUCCION Y OBRAS PUBLICAS S.A.;A13303763;02/06/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000850;EMT/2020/00056;SERVICIO DE DESINFECCION DEL SAE, CAU Y SERVICIO MEDICO - 4 PERIODO (EMERGENCIA);Servicios;Tramitación Emergencia;;;;11.495,00 €;11.495,00 €;0,4;07/05/2020;RADES D.D.D., S.L.;B80873227;19/05/2020; ;;
